32,251,99
31,252,100
33,248,99
33,248,99
32,240,96
32,252,99
31,254,99
31,249,100
33,252,97
32,249,97
33,251,97
30,252,99
31,251,99
31,249,99
32,249,99
32,248,96
31,248,99
31,248,99
32,252,99
32,251,99
31,252,100
32,252,99
31,249,96
31,249,96
32,252,97
32,254,96
32,248,97
35,249,99
32,252,97
32,249,96
31,252,97
31,252,99
32,252,97
31,248,99
33,249,99
31,248,97
32,249,97
32,248,97
31,249,99
32,252,99
31,252,99
32,252,97
32,249,99
32,249,99
32,246,96
31,252,99
32,252,97
31,251,99
32,248,99
31,252,99
31,252,97
32,248,97
32,252,97
31,252,99
31,248,99
31,249,100
32,254,96
35,248,99
32,251,96
35,248,96
32,252,99
32,252,99
32,249,99
31,249,99
31,252,96
35,248,97
30,249,99
32,251,97
31,248,99
31,248,99
31,249,99
31,252,99
32,249,99
35,251,100
35,251,102
32,254,99
31,248,97
31,248,96
30,248,96
33,248,97
31,252,99
32,252,99
32,252,99
31,252,99
31,252,97
32,249,96
31,247,96
31,248,96
35,248,97
31,251,100
32,252,99
31,254,99
31,255,99
32,249,99
31,247,96
31,248,96
31,252,96
32,249,99
31,252,100
31,252,99
31,248,99
31,251,99
31,248,96
31,248,96
31,249,96
31,248,96
31,249,99
33,252,102
32,252,99
31,249,99
33,249,99
31,249,96
28,251,96
33,251,97
31,252,99
31,252,102
33,252,100
30,252,100
33,252,99
30,252,96
32,248,97
32,249,96
32,248,96
31,248,96
35,249,96
33,249,99
33,248,99
31,249,96
31,251,99
32,248,96
31,249,99
33,252,99
31,252,97
32,249,97
32,251,97
33,249,97
35,254,99
32,251,97
33,249,99
32,248,97
31,249,97
31,248,97
31,248,97
35,248,97
35,252,103
35,249,99
30,252,96
32,248,99
31,249,99
31,248,96
31,252,96
35,248,99
33,249,99
31,248,99
35,252,97
32,249,99
33,251,97
31,249,96
33,248,96
31,248,96
32,249,96
31,252,96
31,248,99
31,248,99
31,248,99
31,248,99
32,252,96
33,248,96
32,251,99
31,251,99
32,251,97
33,252,99
33,249,96
31,249,96
32,249,99
31,248,97
33,254,96
31,248,99
33,252,96
31,251,99
31,252,99
31,252,99
31,248,99
32,248,99
32,248,96
31,249,97
30,248,99
35,252,99
32,249,99
31,252,96
31,249,96
32,248,96
32,249,97
31,249,97
35,249,97
33,251,99
33,252,96
31,249,96
31,248,97
32,249,96
31,249,96
31,252,99
31,252,99
31,248,99
30,248,96
32,248,97
31,251,99
31,252,99
32,252,99
31,252,97
31,252,97
31,252,99
32,249,96
31,248,97
31,248,99
32,251,99
31,252,99
32,248,99
32,254,99
35,252,100
31,249,97
32,249,97
32,249,96
31,249,96
33,248,99
31,248,99
31,249,99
35,251,102
33,249,97
32,251,97
31,254,99
31,248,97
31,248,97
31,249,99
31,249,96
31,248,99
31,252,99
31,252,99
32,248,97
33,249,97
32,248,96
31,252,96
31,252,96
35,248,96
34,247,99
33,248,99
32,247,97
32,252,99
31,252,97
32,249,99
32,252,97
33,252,102
33,251,99
31,251,99
31,251,99
28,251,99
31,254,99
31,252,97
33,252,96
35,248,99
31,252,96
31,249,99
31,249,99
31,248,99
32,248,97
31,249,99
31,249,99
33,251,99
35,249,102
33,249,99
32,252,99
31,252,97
32,248,99
33,249,99
32,251,99
31,248,99
31,251,99
31,249,99
31,251,97
30,251,96
35,252,96
33,248,96
33,248,96
31,252,99
31,248,99
31,251,100
33,249,99
31,248,97
32,252,97
33,252,99
31,252,99
31,248,97
32,248,97
31,249,99
31,248,99
32,249,99
33,249,96
31,249,99
33,252,97
32,249,99
32,252,99
31,247,96
31,247,96
31,252,99
33,248,99
31,251,99
32,252,99
33,248,99
31,249,96
31,249,97
31,251,99
31,248,99
35,248,99
33,252,99
31,248,97
31,249,97
31,252,96
31,249,99
35,248,99
31,252,96
31,251,97
32,252,99
32,252,99
32,248,95
32,248,96
31,252,96
32,252,97
31,248,96
35,249,97
